TimestampMicroSeconds,X,Y
21712800753,-0.861273,-0.280597
21712817541,-0.856613,-0.288200
21712846830,-0.803337,-0.379766
21712862590,-0.848141,-0.303165
21712877577,-0.845473,-0.308556
21712890713,-0.797877,-0.385913
21712907585,-0.848547,-0.296822
21712922584,-0.849641,-0.290242
21712935700,-0.850195,-0.290812
21712952584,-0.850420,-0.290976
21712967527,-0.850486,-0.290898
21712998659,-0.851632,-0.290126
21713012576,-0.852323,-0.289634
21713025822,-0.810654,-0.387578
21713042556,-0.852624,-0.288655
21713057542,-0.850698,-0.290182
21713070765,-0.809755,-0.382407
21713087547,-0.852142,-0.283807
21713102527,-0.899744,-0.180243
21713148594,-0.855190,-0.273925
21713192568,-0.855386,-0.270936
21713222595,-0.854365,-0.269765
21713237603,-0.854567,-0.267405
21713250788,-0.850437,-0.273011
21713267598,-0.801993,-0.366118
21713296883,-0.835208,-0.290759
21713312567,-0.829872,-0.296243
21713327548,-0.853115,-0.234427
21713340814,-0.799819,-0.365950
21713357577,-0.820168,-0.303136
21713372542,-0.813078,-0.305186
21713385778,-0.790382,-0.367757
21713402574,-0.798061,-0.309049
21713417531,-0.795445,-0.306710
21713448628,-0.790638,-0.302938
21713462589,-0.788217,-0.301509
21713475861,-0.757118,-0.373497
21713492540,-0.786961,-0.296971
21713507576,-0.786635,-0.293922
21713520763,-0.750107,-0.370089
21713537540,-0.787672,-0.285975
21713565823,-0.746797,-0.366518
21713610786,-0.748924,-0.363777
21713627565,-0.793890,-0.269856
21713642575,-0.793711,-0.268800
21713655803,-0.793153,-0.267670
21713672538,-0.790390,-0.265688
21713687533,-0.787794,-0.262812
21713700813,-0.781567,-0.261089
21713717564,-0.777152,-0.259010
21713746940,-0.770793,-0.257385
21713762568,-0.767837,-0.256814
21713777558,-0.765181,-0.257684
21713790790,-0.763533,-0.258179
21713807585,-0.761788,-0.259076
21713822565,-0.759502,-0.259719
21713835786,-0.759398,-0.259190
21713852564,-0.698733,-0.366549
21713867584,-0.760757,-0.256774
21713898587,-0.754997,-0.260427
21713912563,-0.752831,-0.260138
21713925780,-0.695366,-0.362687
21713942467,-0.747955,-0.259661
21713970779,-0.688123,-0.360332
21713987575,-0.742148,-0.256899
21714015766,-0.684462,-0.356365
21714122532,-0.750915,-0.250593
